"","9014_1-5","9014_1-6","9014_2-5","9014_2-6","9014_5-6","9014_6-5-1","9014_6-5-2","9014_6-6"
"RP11-261C10.4",1,0,0,0,0,0,0,0
"SDCCAG8",1110,1158,865,1289,849,842,755,1025
"RP11-156F12.1",3,2,2,2,0,3,5,1
"MIR4677",3,1,1,0,5,2,0,0
"AKT3",1018,628,832,754,549,722,814,707
"RP11-269F20.1",1,0,3,0,0,1,2,0
"RP11-370K11.2",0,0,0,0,1,0,2,1
"RP11-370K11.1",0,0,1,0,0,0,0,0
"RP11-351N5.1",3,0,1,4,1,2,2,2
"RP11-278H7.1",0,2,0,1,1,1,0,0
"ZBTB18",2401,3582,1827,3745,2769,2119,2136,3154
"RP11-278H7.5",0,0,0,0,0,0,0,0
"RP11-278H7.4",0,0,0,0,0,0,0,0
"RN7SL148P",0,0,0,0,0,0,0,0
"RP11-278H7.3",0,0,0,0,0,0,0,0
"C1orf100",2,2,5,1,3,8,4,6
"RP11-518L10.5",0,0,0,0,0,0,0,0
"TGIF2P1",4,0,0,0,1,0,0,1
"ADSS",3954,4225,3045,4575,3173,3161,3206,3830
"C1orf101",20,15,8,10,23,24,28,15
"RP11-523K4.2",0,0,0,0,0,0,0,0
"DESI2",2297,2607,1857,2879,2277,2106,2072,2504
"RP11-173A6.2",4,7,7,0,2,7,5,8
"RP11-173A6.4",0,0,0,0,0,0,0,0
"RP11-173A6.3",0,3,1,9,1,2,6,4
"COX20",58,61,53,49,79,88,80,73
"HNRNPU",27913,30873,23151,33083,26542,26191,28645,31148
"RP11-11N7.4",2,0,5,0,1,0,6,4
"RN7SKP55",0,0,0,0,0,0,0,0
"RNU6-947P",0,0,0,0,0,0,0,0
"RP11-156E8.1",5,4,7,13,12,10,25,3
"EFCAB2",93,73,58,87,39,61,52,69
"RNU6-1089P",0,0,0,0,0,0,0,0
"RNU6-999P",0,0,0,0,0,0,0,0
"RP11-290P14.2",0,0,0,0,0,0,0,0
"RNU1-132P",0,0,0,0,0,0,0,0
"KIF26B",38,3,23,2,10,15,15,3
"RP11-62I21.1",0,0,0,0,0,0,0,0
"RP11-62I21.2",0,0,0,0,0,0,0,0
"RP11-522M21.2",0,0,0,0,0,0,0,0
"RP11-522M21.3",0,0,0,0,1,0,0,0
"SMYD3",634,684,521,795,578,615,689,628
"RP11-83A16.1",2,0,1,1,0,1,0,1
"RP11-36N20.1",0,2,0,0,2,2,0,3
"RP11-36N20.2",1,0,0,2,0,0,0,0
"RNU6-1283P",0,0,1,0,0,0,0,0
"RP11-88N11.1",0,4,0,4,0,2,0,1
"RP11-690C23.4",0,0,0,0,0,0,0,0
"RP11-690C23.2",0,0,0,0,0,0,0,0
"RP11-690C23.5",0,4,0,0,0,0,0,0
"RP11-690C23.3",1,0,0,0,0,0,0,0
"TFB2M",859,1060,781,1172,953,837,832,1110
"CNST",3530,3832,2571,4254,3197,2606,2769,3579
"RP11-1086F11.1",2,3,1,6,5,1,5,2
"RP11-452J6.2",1,7,4,4,5,18,17,19
"RP11-439E19.9",20,6,19,12,13,20,16,9
"RP11-439E19.7",0,0,0,1,2,0,0,0
"SCCPDH",1606,1211,1258,1307,858,1213,1230,1051
"RP11-439E19.6",0,0,0,1,0,1,0,2
"RP11-439E19.8",2,3,0,2,0,1,0,3
"RP11-439E19.10",9,8,6,7,3,7,5,9
"RP11-439E19.3",5,4,2,0,4,3,0,5
"RP11-397A15.4",0,0,0,0,0,0,0,0
"AHCTF1",3472,3850,2591,4214,3610,2940,3312,4087
"ZNF695",6,4,4,5,2,7,2,3
"ZNF670-ZNF695",0,0,0,0,0,0,2,0
"RP11-551G24.3",0,0,0,0,0,0,0,0
"ZNF670",33,83,30,83,38,32,26,36
"RP11-551G24.2",0,0,1,0,0,3,2,1
"RP11-107G24.3",0,0,0,0,0,0,0,0
"ZNF669",226,371,201,400,195,239,201,226
"C1orf229",0,0,0,0,0,0,0,0
"RP11-488L18.5",0,0,1,0,0,0,0,0
"ZNF124",218,487,214,521,297,206,260,406
"RP11-488L18.6",1,1,0,1,2,2,2,1
"RP11-488L18.3",5,3,3,5,5,5,2,3
"RP11-488L18.10",298,227,215,235,187,245,280,294
"RP11-488L18.4",1409,921,998,1020,1074,1459,1410,1283
"MIR3916",0,0,0,0,0,0,0,0
"RNA5SP82",13,8,8,10,9,10,16,12
"RP11-488L18.8",0,1,2,1,1,0,0,0
"RP11-488L18.1",1,2,1,2,0,1,1,3
"RP11-433K2.1",0,0,0,0,0,0,0,0
"VN1R5",0,1,2,0,0,2,0,0
"ZNF496",1195,1035,1095,1210,970,1160,1305,1135
"NLRP3",1814,346,1514,432,203,587,653,244
"OR2B11",4,1,6,0,0,1,0,0
"OR2W5",0,0,0,0,0,0,0,0
"GCSAML",0,3,0,0,0,1,3,0
"OR2C3",0,0,0,0,0,0,0,0
"GCSAML-AS1",0,0,0,0,0,0,0,0
"RP11-978I15.10",0,0,0,0,0,0,0,0
"OR2G2",0,0,0,0,0,0,0,0
"OR2G3",0,0,0,0,0,0,0,0
"OR14L1P",0,0,0,0,0,0,0,0
"RP11-634B7.4",0,0,0,0,0,0,0,0
"OR3D1P",0,0,0,0,0,0,0,0
"OR13G1",0,0,0,0,0,0,0,0
"OR6F1",0,0,0,0,0,0,0,0
"RP11-634B7.5",0,0,0,0,0,0,0,0
"OR14A2",0,0,0,0,0,0,0,0
"OR14K1",0,0,0,0,0,0,0,0
"OR1C1",0,0,0,0,0,0,0,0
"OR9H1P",0,0,0,0,0,0,0,0
"OR14A16",0,0,0,0,0,0,0,0
"HSD17B7P1",0,0,0,0,0,0,0,0
"OR6R1P",0,0,0,0,0,0,0,0
"OR11L1",0,0,0,0,0,0,0,0
"TRIM58",4,27,4,48,12,17,32,18
"OR2W3",1,6,1,4,1,5,7,0
"OR2T8",2,1,1,0,1,0,0,0
"OR2AJ1",0,0,0,0,0,0,0,0
"RP11-438H8.8",0,0,2,1,3,3,5,2
"OR2X1P",0,0,0,0,0,0,0,0
"OR2L8",0,0,0,0,0,0,2,1
"OR2AK2",1,0,2,0,1,2,0,0
"OR2L9P",0,0,2,0,2,0,2,1
"OR2L1P",2,1,0,6,4,0,0,5
"OR2L6P",2,0,0,0,1,0,0,9
"OR2L5",0,0,0,0,0,0,0,4
"OR2L2",5,1,4,0,2,0,2,3
"OR2L3",0,0,0,0,0,0,0,0
"OR2T32P",0,0,0,0,0,0,0,0
"OR2L13",0,0,1,0,0,0,0,1
"OR2M1P",0,0,0,0,0,0,0,0
"OR2M5",0,0,0,0,0,0,0,0
"OR2M2",0,0,0,0,0,0,0,0
"OR2M3",1,0,0,0,0,0,0,0
"OR2M4",0,0,0,0,0,0,0,0
"OR2T33",0,0,0,0,0,0,0,0
"OR2T12",0,0,0,0,0,2,0,1
"OR2M7",0,0,0,0,0,0,0,0
"OR14C36",0,0,0,0,0,0,0,0
"OR2T4",0,0,0,0,0,0,0,0
"OR2T6",0,0,0,1,0,1,0,0
"OR2T1",2,4,0,0,2,0,0,0
"OR2T7",1,2,0,0,0,0,2,0
"OR2T2",1,2,2,5,2,0,0,2
"OR2T3",0,0,0,0,0,0,0,1
"RP11-407H12.8",2,6,0,7,1,0,1,4
"OR2T5",0,0,0,0,0,0,0,1
"OR2AS2P",0,0,0,0,0,0,0,0
"OR2G6",0,0,1,1,3,0,0,0
"RP11-438F14.3",7,2,0,1,2,0,0,0
"OR2AS1P",0,0,0,0,0,0,0,0
"OR2T29",0,0,0,0,0,0,0,0
"OR2T34",0,0,0,0,0,0,0,0
"OR2T10",0,6,0,1,0,0,0,1
"RP11-438F14.10",0,0,0,0,0,0,0,0
"OR2T11",0,0,0,0,0,0,0,0
"OR2T35",0,0,0,0,0,0,0,0
"OR2T27",1,0,0,0,0,0,0,0
"OR14I1",0,0,0,0,0,0,1,0
"XX-CR54.1",0,0,0,0,0,0,0,0
"WI2-2118C23.2",0,0,0,0,0,0,0,0
"LYPD8",4,0,0,0,0,1,0,0
"XX-CR54.2",0,0,0,0,0,0,0,0
"AL672296.1",0,0,0,0,0,0,0,0
"SH3BP5L",2832,2554,2418,2718,2060,2172,2494,2492
"MIR3124",0,0,0,0,0,0,0,0
"ZNF672",1861,2025,1639,2051,1659,1459,1452,1857
"ZNF692",724,527,543,571,804,1056,1125,863
"AL672294.1",0,2,1,5,4,1,1,1
"PGBD2",482,496,340,538,381,415,398,407
"RNU6-1205P",2,0,0,1,0,0,0,3
"AL672183.2",2,1,1,0,1,4,4,2
"FAM110C",14,16,9,6,9,8,7,10
"AC079779.7",0,0,0,0,0,0,0,0
"SH3YL1",386,1204,340,1309,744,452,404,803
"ACP1",4028,4744,3333,4990,3449,3460,3486,3740
"FAM150B",5,3,4,1,0,7,2,1
"AC079779.4",4,3,3,2,2,1,4,7
"AC079779.5",0,0,0,0,0,1,0,0
"RP11-356M6.1",0,0,0,0,0,0,0,0
"AC079779.6",2,0,1,1,0,1,2,0
"AC105393.1",0,3,0,0,0,0,0,0
"AC105393.2",0,0,0,0,0,0,0,0
"AC093326.1",0,0,0,0,0,0,0,0
"RP11-625N16.1",0,0,0,0,0,0,0,0
"AC093326.2",0,0,0,0,0,0,0,0
"AC093326.3",0,0,0,0,0,0,0,0
"TMEM18",1364,1741,1140,2015,1339,1215,1270,1706
"AC092159.2",4,0,8,3,1,2,5,3
"RP11-455F15.1",0,0,0,0,0,0,1,0
"AC092159.3",0,0,0,0,0,0,0,0
"AC116609.1",0,0,0,0,0,0,0,0
"RP13-539J13.1",0,0,0,0,0,3,0,0
"AC116609.3",0,0,0,0,0,0,0,0
"AC116609.2",0,0,1,0,0,0,0,0
"AC113607.1",4,4,5,7,2,11,11,3
"AC113607.2",0,0,0,0,0,0,0,0
"AC113607.3",0,0,1,0,0,0,0,0
"AC116614.1",8,0,2,4,2,6,5,2
"SNTG2",36,14,13,21,8,4,12,2
"AC114808.3",0,0,0,0,0,0,0,0
"AC114808.2",2,0,1,0,0,0,0,0
"AC108462.1",0,0,0,0,0,0,0,0
"TPO",1,3,1,4,1,0,0,3
"AC144450.1",0,0,0,0,0,0,0,0
"AC141930.3",0,0,0,0,0,0,0,0
"AC141930.2",0,0,0,0,0,0,0,0
"AC144450.2",0,0,0,0,0,1,0,0
"PXDN",142,64,132,78,51,202,199,71
"MYT1L",22,3,5,5,1,6,6,3
"RP11-755H23.1",2,6,9,13,7,5,8,8
"AC093390.1",0,0,0,1,0,0,0,0
"AC009232.2",0,2,0,0,0,0,0,0
"AC018685.1",0,0,0,0,0,0,0,0
"AC018685.2",0,0,0,0,0,0,0,0
"AC011995.1",0,0,0,0,0,0,0,0
"AC011995.3",0,0,0,0,0,0,0,0
"AC019118.2",0,1,0,0,0,0,0,1
"AC019118.3",0,0,0,0,1,2,0,1
"AC019118.4",0,1,0,0,0,4,1,2
"TSSC1",1820,1783,1653,1780,1435,1389,1591,1593
"AC073502.1",3,0,2,0,0,0,2,1
"TRAPPC12",1793,1556,1485,1643,1752,1701,1843,2085
"AC114810.5",53,40,53,41,36,53,65,44
"RP11-1293J14.1",4,12,4,6,7,7,4,7
"ADI1",2793,4030,2217,4259,2748,2013,2203,3009
"AC142528.1",5,13,5,16,18,8,8,26
"AC108488.4",46,41,32,48,31,50,34,45
"RP13-512J5.1",0,0,0,0,0,0,0,0
"RNASEH1",967,1174,782,1424,1285,935,1029,1330
"AC108488.3",137,185,124,141,141,146,152,165
"RPS7",34404,61566,28624,63152,49448,30838,32335,53108
"COLEC11",2,0,1,0,0,0,0,0
"AC010907.2",0,0,0,0,0,0,0,0
"AC010907.3",9,9,8,3,2,3,2,6
"ALLC",0,0,0,0,0,0,0,0
"AC010907.6",0,0,0,0,0,0,0,0
"AC010907.5",0,0,0,0,0,0,0,0
"DCDC2C",0,0,0,0,0,0,0,0
"AC107070.1",0,0,0,0,0,0,0,0
"AC012445.1",0,0,0,0,0,0,0,0
"AC019102.1",0,0,0,0,0,0,0,0
"AC022311.1",0,0,0,0,0,0,0,0
"RNU6-649P",0,0,0,0,0,0,0,0
"AC073143.1",0,0,0,0,0,0,0,0
"AC107057.1",0,0,0,0,0,0,0,0
"AC107057.2",0,0,0,0,0,0,0,0
"AC108025.2",0,0,0,0,0,0,3,1
"SOX11",0,0,1,0,0,0,1,0
"AC010729.1",0,0,0,0,0,0,0,0
"AC010729.2",0,0,0,0,0,0,0,0
"AC010729.3",0,0,0,0,0,0,0,0
"AC073479.1",0,0,0,0,0,0,0,0
"MIR7158",0,0,0,0,0,0,0,0
"AC017053.1",0,0,0,0,0,0,0,0
"AC105253.1",0,0,0,0,0,0,0,1
"AC021021.1",0,0,0,0,0,0,0,1
"AC021021.2",0,0,0,0,0,0,0,0
"LINC01246",0,0,0,0,0,0,0,0
"MIR7515",0,0,0,0,0,0,0,0
"AC079923.1",3,9,11,5,6,16,10,8
"AC017076.5",149,38,102,57,33,99,89,48
"CMPK2",4167,3703,3605,4231,1861,1644,1969,2081
"RSAD2",23445,11410,18895,11983,6020,7626,8335,6777
"RP11-439M11.1",53,74,36,86,56,44,49,77
"AC017076.4",1330,1261,1051,1400,1138,939,1121,1334
"RNF144A",11188,14574,9360,15865,14839,9553,10305,17241
"AC019048.1",44,24,43,47,54,76,42,77
"RN7SKP112",4,5,1,2,5,3,3,4
"RP11-557L19.1",50,18,37,20,13,28,32,33
"AC010904.1",0,0,0,0,0,1,0,1
"AC013460.1",15,3,13,6,6,10,23,9
"RNU6ATAC37P",0,0,0,0,0,0,0,0
"AC092580.3",8,3,6,1,4,2,4,2
"AC092580.4",848,448,665,463,419,1000,991,519
"AC092580.2",0,0,0,2,6,0,0,3
"AC092580.1",4,2,3,0,3,7,12,4
"AC007463.2",0,0,0,0,0,0,0,0
"AC007464.1",0,0,0,1,0,0,0,0
"LINC00299",11,1,13,1,4,21,13,0
"U91324.1",0,0,0,0,0,1,1,0
"AC011747.3",4,0,1,0,0,2,1,0
"AC011747.4",0,0,0,0,0,0,0,1
"AC011747.6",0,0,0,0,1,1,2,0
"AC011747.5",0,0,0,0,0,0,0,0
"AC011747.7",3,1,2,4,3,4,2,3
"ID2",4626,1830,3851,2015,3275,4978,5410,3536
"KIDINS220",4853,4663,3658,5260,4038,3811,4006,4856
"MBOAT2",136,138,94,168,103,148,143,131
"RP11-785D16.1",0,0,0,0,0,0,0,0
"RP11-734K21.1",0,0,0,0,0,0,0,0
"RP11-734K21.2",0,0,0,0,0,0,0,0
"RP11-734K21.5",0,0,0,0,0,0,0,0
"RP11-734K21.3",0,0,0,0,0,0,0,0
"RP11-734K21.4",0,0,0,0,0,0,0,0
"ASAP2",5,3,4,15,9,7,10,5
"RP11-385J23.1",0,0,0,1,0,1,0,0
"ITGB1BP1",2733,2159,2301,2382,1720,2139,2217,2001
"CPSF3",1920,2497,1526,2592,1789,1767,1809,2126
"IAH1",2763,2265,2315,2323,1777,1821,1966,2060
"ADAM17",1715,1319,1307,1500,1269,1340,1377,1460
"RP11-400L8.2",12,18,23,14,23,27,52,27
"RP11-214N9.1",19,9,8,12,4,22,22,6
"YWHAQ",11505,9612,9888,10532,6818,8518,9120,7327
"RP11-521D12.1",0,0,0,0,0,0,0,0
"RP11-521D12.2",0,0,0,0,0,0,0,0
"RNU4-73P",0,0,0,0,0,0,0,0
"RP11-521D12.4",0,0,0,0,0,0,0,0
"RP11-521D12.5",1,1,0,1,0,0,0,0
"TAF1B",1018,1272,822,1254,980,905,1018,1109
"RP11-95D17.1",214,294,180,282,235,147,210,235
"GRHL1",17,10,10,15,23,28,20,13
"AC010969.1",0,0,0,0,0,0,0,0
"RP11-254F7.1",0,0,0,0,0,0,0,0
"RP11-254F7.2",86,87,68,121,51,66,70,50
"KLF11",1822,2013,1352,2174,812,936,1004,830
"RP11-254F7.3",1,0,0,0,1,0,0,0
"CYS1",150,91,176,85,86,215,258,88
"AC104794.4",0,0,0,0,3,0,0,0
"RRM2",1587,2278,1331,2329,737,2024,2093,680
"AC104794.5",14,19,21,19,12,40,36,2
"AC007240.1",63,33,52,39,10,64,76,11
"MIR4261",0,0,1,0,0,0,1,1
"RN7SL66P",0,0,0,0,0,0,0,0
"HPCAL1",3149,3722,2591,3942,2324,2206,2267,2564
"ODC1",3805,3564,3198,3747,3321,3819,4351,3509
"SNORA80B",14,10,12,10,7,18,19,13
"RP11-320M2.1",24,53,18,50,37,36,35,35
"AC007249.3",1,6,1,10,8,4,5,7
"NOL10",1735,1729,1416,1795,1581,1603,1608,1669
"AC092687.5",11,5,8,8,9,9,7,10
"RP11-791G15.1",23,17,15,11,11,11,18,15
"AC092687.3",0,0,0,0,0,0,0,0
"ATP6V1C2",67,65,64,60,45,75,73,99
"RNU7-138P",0,0,0,0,0,0,0,0
"RP11-791G15.2",26,14,20,14,10,29,11,13
"PDIA6",7508,8342,6147,8690,6590,5922,6391,7266
"RNU7-176P",0,0,0,1,0,0,0,0
"AC092687.4",0,0,0,0,0,0,0,0
"RP11-245G13.1",0,0,0,0,0,0,0,0
"RP11-245G13.2",2,2,0,0,0,0,0,0
"KCNF1",0,0,0,0,0,0,0,0
"RP11-345J13.1",0,0,0,0,0,0,0,0
"AC062028.1",0,1,0,0,1,2,0,0
"C2orf50",0,5,7,0,0,0,0,1
"PQLC3",1391,2234,1249,2239,1526,1016,1254,1751
"ROCK2",1363,1177,1110,1415,1275,1195,1277,1343
"RNU6-1081P",0,0,0,0,0,0,0,0
"AC018463.4",6,3,2,4,0,1,0,3
"AC018463.5",0,0,0,0,0,0,0,0
"AC099344.2",0,0,0,0,0,0,0,0
"AC099344.3",1,0,0,0,0,0,0,0
"AC099344.4",0,0,0,0,0,0,0,0
"E2F6",663,536,539,569,503,529,648,553
"GREB1",6,13,11,3,6,17,6,6
"RNA5SP84",0,0,0,0,0,0,0,0
"MIR4429",0,0,0,0,0,0,0,0
"RNU2-13P",0,0,0,0,0,0,0,0
"RNA5SP85",0,0,0,0,0,0,0,0
"RN7SL674P",0,0,0,0,0,0,2,0
"NTSR2",0,0,0,0,0,0,0,0
"AC110754.3",0,0,0,0,0,0,0,0
"RP11-494G9.1",0,0,0,0,0,0,0,0
"LPIN1",6667,5667,5207,6015,6206,5580,5722,7233
"AC106875.1",0,0,5,2,0,2,2,2
"AC012456.3",0,0,0,0,0,0,0,0
"AC012456.4",0,1,3,0,6,2,1,0
"MIR548S",2,1,0,0,0,1,1,0
"MIR4262",0,0,0,0,0,0,0,0
"AC096559.1",0,1,0,0,0,0,0,0
"RF00093",0,1,0,0,2,1,0,0
"MIR3681",0,0,0,0,0,0,0,0
"RNU6-843P",0,0,0,0,0,0,0,0
"AC096559.2",0,0,0,0,0,0,0,0
"RP11-333O1.1",2,1,2,7,3,0,2,2
"TRIB2",1729,4671,1412,5003,1666,1766,1913,1948
"MIR3125",2,1,0,3,1,0,0,1
"AC064875.2",0,0,0,0,0,1,1,0
"AC092635.1",0,0,0,0,0,0,0,0
"AC064846.1",0,0,0,0,0,0,0,0
"AC016730.1",0,0,0,0,0,0,0,0
"RNU6-1288P",0,0,0,0,0,0,0,0
"AC011897.2",0,0,0,0,0,0,0,0
"FAM84A",0,0,0,0,0,0,0,0
"AC068286.1",0,0,0,0,0,0,0,1
"NBAS",3115,3940,2444,4401,3588,2714,2930,4144
"RP11-32P22.1",0,0,0,0,1,1,0,0
"AC008278.2",1,0,0,0,0,1,1,0
"DDX1",4185,4171,3168,4656,3175,3434,3671,3709
"AC008278.3",0,2,0,1,6,4,1,5
"AC008271.1",0,0,0,0,0,0,0,0
"AC113608.1",0,0,0,0,0,0,0,0
"RNU5E-7P",0,0,0,0,0,0,0,0
"RP11-120J4.1",0,0,0,0,0,0,0,0
"AC010145.3",0,0,0,0,0,0,0,0
"MYCNOS",0,0,0,0,0,0,0,0
"MYCN",0,1,0,0,2,0,1,0
"RN7SL104P",0,0,0,0,0,0,0,0
"AC010145.4",0,0,0,0,0,0,0,0
"AC130710.1",0,0,0,0,0,0,0,0
"AC142119.1",3,0,0,0,0,0,0,0
"WI2-2221J1.1",0,0,0,0,0,0,0,0
"AC010745.1",0,0,0,1,0,0,0,0
"AC010745.2",1,0,0,0,0,0,0,0
"AC010745.3",0,0,0,0,0,0,0,0
"RP11-549D18.1",0,0,0,0,0,0,0,0
"AC010745.4",0,0,0,0,0,0,0,0
"AC010880.1",0,0,0,0,0,0,0,0
"AC104623.2",0,0,0,0,0,0,0,0
"RP11-542H15.1",0,0,0,0,0,0,0,0
"FAM49A",68,4,54,7,2,36,28,14
"AC008069.1",0,0,0,0,0,0,0,0
"AC008069.2",0,0,0,0,0,0,1,0
"AC080094.1",0,0,0,0,0,0,0,0
"RN7SKP168",0,0,0,0,0,0,0,0
"AC068614.1",0,0,0,0,0,0,0,0
"AC092843.1",0,0,0,0,0,0,0,0
"RAD51AP2",0,0,0,0,0,0,0,0
"VSNL1",2,0,2,1,2,1,6,1
"SMC6",2808,3493,2220,3954,2485,2451,2635,2799
"GEN1",722,752,532,944,515,762,837,722
"MSGN1",0,0,0,0,0,0,0,0
"KCNS3",0,3,1,2,0,0,1,0
"RP11-111J6.2",4,3,3,7,1,7,2,8
"RDH14",627,633,490,692,588,509,493,657
"NT5C1B-RDH14",0,0,0,0,0,0,0,0
"NT5C1B",7,20,7,22,20,20,14,35
"RNU6-1215P",0,0,0,0,1,0,0,0
"AC106053.1",0,2,1,5,0,0,2,1
"AC092594.1",15,21,12,20,24,22,20,32
"MIR4757",0,0,0,0,0,0,0,0
"OSR1",0,0,0,0,0,0,0,0
"AC010096.1",0,0,0,0,0,0,0,0
"AC010096.2",0,0,0,0,0,0,0,0
"AC019055.1",0,0,0,0,0,0,0,0
"AC013400.1",0,0,0,0,0,0,0,0
"AC013400.2",156,169,131,178,228,198,232,267
"TTC32",873,995,681,987,865,951,1009,1089
"RP11-79O8.1",2,2,0,1,1,3,2,0
"WDR35",429,513,359,528,527,530,531,541
"AC079145.4",0,1,1,0,0,0,0,1
"MATN3",0,0,0,0,1,0,0,0
"LAPTM4A",3233,3137,2689,3180,2099,2122,2175,2395
"RP11-644K8.1",1,0,0,0,0,0,0,0
"AC098828.2",0,0,1,0,0,0,0,0
"AC098828.3",0,0,0,0,0,0,0,0
"RN7SL140P",0,0,0,0,0,1,0,0
"RNU6-961P",0,0,0,0,0,0,0,0
"SDC1",1,4,2,1,0,3,8,2
"AC007041.2",7,1,2,6,2,8,11,1
"RNU7-113P",0,0,0,0,0,0,1,1
"PUM2",10521,12775,8488,13984,11298,8712,9321,12743
"AC007041.3",2,0,0,0,0,0,0,0
"RNA5SP86",0,0,0,0,0,0,0,0
"RHOB",3286,3081,2687,3261,4685,4812,5177,5006
"AC023137.2",0,0,0,0,0,0,0,0
"AC012065.4",0,0,0,0,0,0,0,0
"RP11-130L8.3",8,8,3,11,1,4,0,5
"HS1BP3",1215,974,919,1137,757,643,727,809
"RP11-130L8.2",5,1,3,4,3,1,4,2
"AC012065.6",5,2,8,0,1,10,3,1
"AC012065.5",5,6,2,5,3,1,7,4
"GDF7",8,10,3,13,8,8,4,8
"RP11-130L8.1",0,0,0,0,0,0,0,0
"LDAH",1257,1313,1054,1433,1003,1005,1218,1300
"AC012361.1",0,0,0,0,0,0,0,0
"RP11-116D2.1",0,0,0,0,0,0,0,0
"APOB",0,0,0,0,0,0,0,1
"AC010872.1",0,0,0,0,0,0,0,0
"TDRD15",0,0,0,0,0,0,0,0
"RP11-79J24.1",0,0,0,0,0,0,0,0
"AC067959.1",0,0,0,0,0,2,0,0
"AC011752.1",0,0,0,0,0,0,0,0
"RP11-531P14.1",0,0,0,0,0,0,0,0
"AC009411.2",0,0,0,0,0,0,0,0
"AC009411.1",0,0,0,0,0,0,0,0
"AC018742.1",0,0,0,0,0,0,0,0
"RN7SL117P",0,0,0,0,0,0,0,0
"AC068490.2",0,0,0,0,0,0,0,0
"AC068490.1",0,0,0,0,0,0,0,0
"AC068044.1",0,0,0,0,0,0,0,0
"AC099799.1",0,0,0,0,0,0,0,0
"RNA5SP87",0,0,0,0,0,0,0,0
"AC096570.2",0,0,0,0,0,0,0,0
"AC096570.1",0,0,0,0,0,0,0,0
"RN7SKP27",0,0,0,0,0,0,0,0
"AC016768.1",0,0,0,0,0,0,0,0
"AC012506.1",0,0,0,0,0,0,0,0
"AC012506.2",0,1,0,0,0,0,0,0
"AC012506.3",0,0,0,0,0,2,0,0
"AC012506.4",1,0,0,0,0,0,0,0
"KLHL29",1507,987,1244,1069,755,867,998,874
"AC011239.1",1,0,2,0,0,0,1,0
"AC011239.2",0,3,0,0,2,1,0,0
"RP11-557N21.1",16,22,19,20,25,30,21,38
"ATAD2B",2568,2508,2111,2674,2654,2622,2905,2929
"AC066692.4",4,1,1,0,4,0,4,2
"AC066692.3",1,0,0,0,4,0,0,0
"UBXN2A",2261,1773,1881,1870,1336,1575,1664,1603
"AC066692.5",0,0,2,1,0,0,4,1
"RN7SL610P",0,3,2,0,0,4,0,0
"MFSD2B",5,4,0,0,0,5,4,1
"C2orf44",465,764,345,833,498,436,459,624
"RNU6-370P",0,0,0,0,0,0,0,0
"FKBP1B",28,11,12,7,2,19,5,10
"SF3B6",3755,3684,3095,3640,2628,2558,2835,2956
"FAM228B",140,130,100,144,156,137,180,167
"TP53I3",177,95,123,128,72,103,96,74
"PFN4",0,0,6,4,1,2,5,3
"RP11-507M3.1",0,0,0,0,0,0,0,0
"AC008073.7",0,0,0,1,0,3,0,0
"FAM228A",1,3,1,0,1,1,3,1
"AC008073.9",2,0,1,0,0,0,3,0
"ITSN2",6963,8258,5823,9175,8004,6629,7134,9350
"AC009228.1",4,5,1,0,2,1,4,0
"RF00602",0,0,0,0,0,1,0,1
"RP11-219F1.2",3,0,0,2,0,0,2,2
"RP11-219F1.1",0,1,1,0,1,2,9,2
"NCOA1",4379,3594,3274,3903,3375,3353,3509,3967
"RNA5SP88",0,0,0,0,1,0,0,0
"RNU6-936P",0,0,1,0,0,0,0,0
"PTRHD1",794,1126,643,981,786,704,656,877
"CENPO",539,567,480,488,347,568,655,365
"ADCY3",689,820,650,767,457,698,836,518
"RP11-443B20.1",47,43,56,59,39,63,66,34
"DNAJC27",476,357,316,383,455,397,432,491
"AC013267.1",3,0,0,0,0,0,1,1
"RF00016",0,0,0,1,0,0,2,0
"AC013267.2",48,41,51,44,17,31,40,30
"EFR3B",7,14,8,16,7,12,8,15
"RN7SL856P",0,0,0,0,0,0,0,0
"AC013267.4",0,0,0,0,0,0,0,0
"POMC",94,70,93,62,77,105,133,97
"AC012457.2",0,0,0,0,0,0,0,0
"DNMT3A",4205,3315,3385,3560,4510,4409,4928,5261
"MIR1301",0,1,1,0,0,2,2,2
"AC012074.2",23,24,22,41,31,27,38,32
"DTNB",1032,877,885,885,792,796,848,848
"AC104699.1",2,1,3,0,0,6,8,2
"ASXL2",5224,5999,4492,6454,5452,4485,4754,6360
"AC064847.3",0,0,2,1,0,0,6,0
"AC064847.2",21,10,26,18,26,30,36,18
"AC010150.1",4,2,1,0,0,0,0,4
"AC064847.4",0,0,0,0,0,0,0,0
"KIF3C",1275,621,1170,684,577,721,821,650
"AC013449.1",0,0,0,0,0,0,0,0
"RP11-558C24.1",5,1,7,5,0,7,7,2
"RAB10",7642,7272,6057,7976,5714,5487,5980,6651
"RNU6-942P",0,0,1,0,0,2,1,1
"RP11-214J9.1",1,0,0,1,3,4,1,1
"AC011742.3",1,0,0,0,2,5,3,1
"AC011742.4",2,2,1,1,5,5,2,5
"AC011742.5",0,0,1,0,0,1,3,0
"PPIL1P1",0,0,0,0,0,0,0,0
"GAREM2",481,343,352,356,279,294,286,290
"HADHA",10634,12102,8718,12715,8709,7485,8199,9923
"HADHB",3951,4218,3298,4662,3016,3232,3219,3466
"ADGRF3",107,138,90,122,65,110,130,99
