"","7486_3","7486_4","7486_5","7486_6","7486_7","7486_8","7486_9","7486_10"
"RP11-690C23.5",0,0,0,0,0,0,0,0
"RP11-690C23.3",0,1,0,0,0,0,0,1
"TFB2M",661,728,648,871,713,525,789,729
"CNST",1834,1206,1783,1304,2714,1743,2874,2230
"RP11-1086F11.1",1,0,0,0,2,0,0,1
"RP11-452J6.2",15,21,14,15,24,28,23,18
"RP11-439E19.9",117,111,96,130,74,97,104,168
"RP11-439E19.7",0,1,0,2,0,0,1,0
"SCCPDH",633,917,628,1162,602,605,739,765
"RP11-439E19.6",0,4,3,1,0,1,1,0
"RP11-439E19.8",5,3,5,13,2,6,1,4
"RP11-439E19.10",18,21,16,30,20,19,20,29
"RP11-439E19.3",11,5,8,15,7,8,11,10
"RP11-397A15.4",0,0,0,0,0,0,0,0
"AHCTF1",2235,1681,2009,1958,2548,2178,2892,2731
"ZNF695",2,0,1,1,0,3,1,3
"ZNF670-ZNF695",2,0,1,2,0,0,0,1
"RP11-551G24.3",0,0,0,0,0,0,0,0
"ZNF670",34,68,44,105,45,45,56,78
"RP11-551G24.2",1,9,0,2,3,6,0,2
"RP11-107G24.3",0,0,0,1,0,0,1,1
"ZNF669",217,121,176,194,272,193,297,234
"C1orf229",0,0,1,2,0,0,0,0
"RP11-488L18.5",0,0,0,0,0,0,0,0
"ZNF124",384,265,367,356,436,262,422,359
"RP11-488L18.6",17,2,9,3,4,4,9,7
"RP11-488L18.3",18,8,13,21,15,13,26,12
"RP11-488L18.10",1187,706,1115,904,949,670,743,885
"RP11-488L18.4",5586,3706,5036,4239,5413,3969,6024,5154
"MIR3916",0,0,0,0,0,0,0,0
"RNA5SP82",15,22,16,7,27,22,24,26
"RP11-488L18.8",0,1,0,4,1,0,0,1
"RP11-488L18.1",1,2,1,0,3,4,1,1
"RP11-433K2.1",0,0,0,0,0,0,0,0
"VN1R5",2,2,1,4,0,4,4,1
"ZNF496",1589,1318,1543,1599,1533,1105,1587,1493
"NLRP3",120,83,101,138,103,290,126,374
"OR2B11",1,0,3,4,0,2,2,1
"OR2W5",0,0,0,0,0,0,0,0
"GCSAML",1,3,0,2,0,3,3,2
"OR2C3",0,0,3,0,0,0,0,5
"GCSAML-AS1",0,0,0,0,0,0,0,0
"RP11-978I15.10",0,0,0,0,0,0,0,0
"OR2G2",0,0,0,0,0,0,0,0
"OR2G3",0,0,0,0,0,0,0,0
"OR14L1P",0,1,0,0,0,0,0,0
"RP11-634B7.4",1,1,0,0,0,0,0,0
"OR3D1P",0,0,0,0,0,0,0,0
"OR13G1",0,0,0,0,0,0,0,0
"OR6F1",0,0,0,0,0,0,1,0
"RP11-634B7.5",0,0,0,0,0,0,0,0
"OR14A2",0,0,0,0,0,0,0,0
"OR14K1",0,0,0,0,0,0,0,0
"OR1C1",1,0,0,0,0,0,0,0
"OR9H1P",0,0,0,0,0,0,0,0
"OR14A16",0,0,0,0,0,0,0,0
"HSD17B7P1",0,0,1,2,0,2,0,3
"OR6R1P",0,0,0,0,0,0,0,0
"OR11L1",0,0,0,0,0,0,0,0
"TRIM58",6,3,8,13,29,17,25,23
"OR2W3",1,1,1,3,3,0,6,1
"OR2T8",0,0,0,1,1,0,1,0
"OR2AJ1",0,0,0,0,0,0,0,0
"RP11-438H8.8",2,1,1,0,2,0,2,1
"OR2X1P",0,1,0,0,3,0,0,0
"OR2L8",0,0,0,0,0,0,0,0
"OR2AK2",1,0,5,1,0,0,0,2
"OR2L9P",0,1,0,0,0,0,0,0
"OR2L1P",2,0,3,2,9,0,8,4
"OR2L6P",0,0,0,0,3,0,1,0
"OR2L5",2,1,5,0,3,1,7,2
"OR2L2",16,6,4,2,11,5,11,4
"OR2L3",2,3,3,2,2,0,2,3
"OR2T32P",0,0,0,1,0,0,0,0
"OR2L13",2,0,5,0,0,4,0,1
"OR2M1P",0,0,0,0,0,0,0,0
"OR2M5",0,0,0,0,0,0,0,0
"OR2M2",0,0,0,0,0,0,0,0
"OR2M3",0,0,0,0,0,0,0,0
"OR2M4",0,0,0,0,0,0,0,0
"OR2T33",0,0,0,0,0,0,0,0
"OR2T12",0,0,0,0,0,0,0,0
"OR2M7",0,0,0,0,0,0,0,0
"OR14C36",0,0,0,0,0,0,0,0
"OR2T4",0,0,0,0,0,0,0,0
"OR2T6",4,0,1,1,1,0,3,1
"OR2T1",0,0,0,0,0,1,0,0
"OR2T7",0,0,1,0,0,0,0,0
"OR2T2",0,1,0,1,4,0,10,3
"OR2T3",0,0,0,1,0,4,1,3
"RP11-407H12.8",2,3,3,0,5,0,6,0
"OR2T5",0,0,0,0,0,0,0,0
"OR2AS2P",0,0,0,0,0,0,0,0
"OR2G6",1,0,2,0,1,0,0,0
"RP11-438F14.3",5,0,1,0,3,0,2,1
"OR2AS1P",0,0,0,0,0,0,0,0
"OR2T29",0,0,0,0,0,0,0,0
"OR2T34",1,0,0,0,0,0,0,0
"OR2T10",3,6,6,3,6,7,13,11
"RP11-438F14.10",0,0,0,1,0,0,0,0
"OR2T11",0,2,0,0,0,0,0,0
"OR2T35",0,0,0,0,0,0,0,0
"OR2T27",0,0,0,0,0,0,0,0
"OR14I1",0,0,4,0,0,0,0,0
"XX-CR54.1",0,0,0,2,0,0,1,1
"WI2-2118C23.2",0,0,0,0,0,0,0,2
"LYPD8",0,2,0,0,2,0,0,5
"XX-CR54.2",0,0,0,0,0,0,0,0
"AL672296.1",0,0,0,0,0,0,0,0
"SH3BP5L",2906,2851,2548,3247,3084,2876,3408,3882
"MIR3124",0,0,0,0,0,0,0,0
"ZNF672",1856,1378,1695,1644,1594,1428,1765,1857
"ZNF692",4622,4533,3947,5131,3665,2865,4053,4131
"AL672294.1",1,0,2,0,2,4,2,4
"PGBD2",645,527,621,491,663,492,716,616
"RNU6-1205P",0,0,0,0,0,0,0,0
"AL672183.2",0,0,1,1,1,1,0,2
"FAM110C",21,5,11,4,10,15,14,10
"AC079779.7",0,2,0,0,0,0,1,0
"SH3YL1",1518,1195,1313,1354,1754,871,1984,1095
"ACP1",3194,2450,2820,3074,3513,2433,3708,3212
"FAM150B",4,4,6,1,10,3,3,7
"AC079779.4",0,1,3,0,4,8,5,8
"AC079779.5",1,3,0,5,2,0,0,5
"RP11-356M6.1",0,0,0,0,0,0,0,0
"AC079779.6",0,5,0,0,0,1,3,0
"AC105393.1",0,0,0,0,0,0,0,0
"AC105393.2",0,0,0,0,0,0,0,0
"AC093326.1",0,0,0,0,0,0,0,0
"RP11-625N16.1",0,0,0,0,0,0,0,0
"AC093326.2",0,0,0,0,0,0,0,0
"AC093326.3",0,0,0,1,0,1,0,0
"TMEM18",1341,1121,1357,1352,1493,1022,1612,1417
"AC092159.2",6,8,13,24,16,7,22,25
"RP11-455F15.1",1,0,2,0,1,0,0,0
"AC092159.3",0,0,0,0,0,0,0,0
"AC116609.1",0,0,0,0,0,0,0,0
"RP13-539J13.1",0,0,0,0,0,0,0,0
"AC116609.3",0,0,0,0,0,0,0,0
"AC116609.2",0,0,0,0,0,0,0,0
"AC113607.1",2,0,5,2,3,7,4,3
"AC113607.2",0,0,0,0,0,0,0,0
"AC113607.3",0,0,0,0,0,0,0,0
"AC116614.1",23,35,34,16,23,23,31,13
"SNTG2",4,1,7,4,9,5,5,8
"AC114808.3",0,0,0,0,0,0,1,0
"AC114808.2",1,0,0,0,0,0,0,0
"AC108462.1",0,0,0,0,0,0,1,0
"TPO",1,0,1,0,1,0,2,0
"AC144450.1",0,0,0,0,0,0,0,0
"AC141930.3",0,0,0,0,0,0,0,0
"AC141930.2",0,0,0,0,0,0,0,0
"AC144450.2",0,0,0,0,0,0,0,0
"PXDN",26,29,33,26,31,18,37,30
"MYT1L",2,3,0,1,6,6,1,3
"RP11-755H23.1",3,2,1,1,3,1,1,2
"AC093390.1",0,0,0,0,0,0,0,0
"AC009232.2",0,0,0,0,0,0,0,0
"AC018685.1",0,0,0,0,0,0,0,0
"AC018685.2",0,0,0,0,0,0,0,0
"AC011995.1",0,0,0,0,0,0,0,0
"AC011995.3",0,0,0,0,0,0,0,0
"AC019118.2",5,0,0,1,2,2,2,1
"AC019118.3",3,2,1,4,1,6,4,1
"AC019118.4",1,0,3,4,2,1,3,1
"TSSC1",1067,917,1003,1171,1083,934,1246,1135
"AC073502.1",0,1,0,0,1,1,1,2
"TRAPPC12",3471,2341,3028,2901,3184,2410,3381,3225
"AC114810.5",67,70,72,67,76,58,85,104
"RP11-1293J14.1",6,7,7,11,7,5,8,10
"ADI1",2132,1636,1950,1681,2517,1880,2582,2484
"AC142528.1",22,9,23,12,19,7,22,4
"AC108488.4",76,54,67,65,71,54,93,64
"RP13-512J5.1",0,0,0,0,0,0,0,0
"RNASEH1",547,417,531,605,899,553,839,670
"AC108488.3",251,198,201,219,213,109,240,165
"RPS7",27129,21010,24283,23227,26080,15417,28308,20508
"COLEC11",0,5,0,2,0,0,7,1
"AC010907.2",0,0,0,0,0,0,0,0
"AC010907.3",9,7,11,4,5,4,9,5
"ALLC",0,0,0,0,0,0,1,0
"AC010907.6",0,0,0,0,0,0,0,0
"AC010907.5",0,0,0,0,0,0,0,0
"DCDC2C",0,0,3,0,0,0,0,0
"AC107070.1",0,0,0,0,0,0,0,0
"AC012445.1",0,0,0,0,0,0,0,0
"AC019102.1",0,0,0,0,0,0,1,0
"AC022311.1",0,0,0,0,0,0,0,0
"RNU6-649P",0,0,0,0,0,0,0,0
"AC073143.1",0,0,0,0,0,0,0,0
"AC107057.1",0,0,0,0,0,0,0,0
"AC107057.2",0,0,0,0,0,0,0,0
"AC108025.2",0,0,0,0,0,0,0,0
"SOX11",0,0,0,0,0,0,0,0
"AC010729.1",0,0,0,0,0,0,0,0
"AC010729.2",0,0,0,0,0,0,0,0
"AC010729.3",0,0,0,0,0,0,0,0
"AC073479.1",0,0,0,0,0,0,0,0
"MIR7158",0,0,0,0,0,0,0,0
"AC017053.1",0,0,0,0,0,0,0,0
"AC105253.1",0,0,1,0,0,0,0,0
"AC021021.1",0,0,0,0,1,0,0,0
"AC021021.2",0,0,0,0,0,0,0,0
"LINC01246",0,0,0,0,0,1,0,3
"MIR7515",0,0,0,0,0,0,0,0
"AC079923.1",52,38,64,40,20,31,16,32
"AC017076.5",191,137,176,173,84,163,92,189
"CMPK2",2175,1599,2002,1781,1393,1498,1435,1925
"RSAD2",3518,3402,3097,4016,1945,4134,2103,5770
"RP11-439M11.1",366,392,348,398,224,365,222,491
"AC017076.4",878,1033,835,1255,868,1560,901,2136
"RNF144A",9954,6742,9132,8140,10402,11013,11409,13785
"AC019048.1",124,81,119,143,87,155,129,180
"RN7SKP112",3,3,7,0,8,6,7,8
"RP11-557L19.1",52,57,37,53,33,54,30,60
"AC010904.1",0,0,1,0,0,0,1,0
"AC013460.1",23,17,23,25,13,12,14,21
"RNU6ATAC37P",0,0,0,0,0,0,1,0
"AC092580.3",0,1,5,11,1,4,0,0
"AC092580.4",1035,426,954,535,488,119,615,164
"AC092580.2",8,0,7,0,2,0,4,1
"AC092580.1",15,4,12,5,6,2,12,1
"AC007463.2",0,0,0,0,0,0,0,0
"AC007464.1",0,0,0,0,0,0,0,0
"LINC00299",29,6,23,8,10,3,5,2
"U91324.1",0,0,0,0,0,0,0,0
"AC011747.3",0,0,0,1,0,0,0,0
"AC011747.4",0,8,2,1,1,2,0,1
"AC011747.6",0,0,2,1,0,0,0,0
"AC011747.5",0,0,0,0,0,0,1,0
"AC011747.7",6,3,2,9,1,1,8,1
"ID2",3105,4155,3078,5011,1470,967,1563,1334
"KIDINS220",2705,1918,2699,2321,3922,2848,4151,3647
"MBOAT2",65,59,52,100,101,93,85,138
"RP11-785D16.1",0,0,0,0,0,0,0,0
"RP11-734K21.1",0,2,0,0,0,0,0,0
"RP11-734K21.2",1,0,0,0,0,0,0,0
"RP11-734K21.5",0,0,4,0,0,0,0,0
"RP11-734K21.3",0,0,0,0,0,0,0,0
"RP11-734K21.4",0,0,0,0,0,0,0,0
"ASAP2",10,5,4,13,10,6,8,6
"RP11-385J23.1",0,0,0,0,0,0,0,0
"ITGB1BP1",2848,2606,2675,3136,3011,2813,3302,3808
"CPSF3",1656,1509,1528,1850,1670,1167,1750,1631
"IAH1",1785,1462,1571,1879,1600,1422,1834,1797
"ADAM17",942,769,889,941,1326,1193,1300,1638
"RP11-400L8.2",75,31,51,40,61,73,84,76
"RP11-214N9.1",82,69,67,64,106,47,71,72
"YWHAQ",3703,5687,3642,7260,4375,4594,4501,5874
"RP11-521D12.1",0,0,0,0,0,0,0,0
"RP11-521D12.2",0,0,0,0,0,0,0,0
"RNU4-73P",0,0,0,0,0,0,0,0
"RP11-521D12.4",0,0,0,0,0,0,0,0
"RP11-521D12.5",0,0,2,0,0,0,1,0
"TAF1B",440,373,383,425,507,434,513,550
"RP11-95D17.1",276,280,231,310,191,180,258,279
"GRHL1",15,16,12,18,7,3,6,2
"AC010969.1",0,0,0,0,0,0,0,0
"RP11-254F7.1",0,0,0,0,0,0,0,0
"RP11-254F7.2",52,65,57,74,69,46,80,50
"KLF11",268,260,215,333,477,351,498,470
"RP11-254F7.3",0,0,0,1,0,0,0,2
"CYS1",79,127,84,134,210,203,211,333
"AC104794.4",1,0,0,0,0,1,0,0
"RRM2",468,144,485,159,391,135,432,203
"AC104794.5",13,5,20,13,4,1,15,8
"AC007240.1",67,41,61,53,47,27,41,43
"MIR4261",1,1,0,0,0,0,1,1
"RN7SL66P",0,0,0,0,0,0,0,0
"HPCAL1",3497,2606,2955,3038,3171,2058,3398,2902
"ODC1",2092,2504,2060,2997,2988,2461,3219,3387
"SNORA80B",6,8,2,7,1,4,7,7
"RP11-320M2.1",68,37,46,46,67,29,58,29
"AC007249.3",11,9,10,11,8,5,4,4
"NOL10",976,1030,867,1338,1060,934,1160,1183
"AC092687.5",3,7,1,2,1,2,4,1
"RP11-791G15.1",23,19,17,25,23,15,33,28
"AC092687.3",0,0,0,0,0,0,0,0
"ATP6V1C2",138,153,91,180,90,79,69,81
"RNU7-138P",0,0,0,0,0,0,0,0
"RP11-791G15.2",20,18,7,30,8,15,17,27
"PDIA6",2757,3038,2811,3793,2988,2557,3167,3363
"RNU7-176P",0,0,0,0,0,0,1,0
"AC092687.4",0,0,0,0,0,0,0,0
"RP11-245G13.1",0,0,0,0,0,0,0,0
"RP11-245G13.2",0,0,0,0,0,0,0,0
"KCNF1",0,0,0,0,0,0,0,0
"RP11-345J13.1",0,0,0,0,0,0,0,0
"AC062028.1",5,3,5,2,1,0,3,1
"C2orf50",2,2,7,1,3,1,5,5
"PQLC3",1419,853,1361,1063,1309,705,1324,882
"ROCK2",1062,926,1002,1118,1552,1380,1663,1776
"RNU6-1081P",0,0,0,0,1,0,0,0
"AC018463.4",0,0,0,0,0,0,0,0
"AC018463.5",0,1,0,0,0,0,0,0
"AC099344.2",0,0,0,0,0,0,0,0
"AC099344.3",0,0,0,0,0,0,0,0
"AC099344.4",0,0,0,0,1,0,0,0
"E2F6",502,528,419,605,530,542,607,772
"GREB1",30,12,16,5,10,27,8,30
"RNA5SP84",0,0,0,0,0,0,0,0
"MIR4429",0,0,0,0,0,0,0,0
"RNU2-13P",0,0,0,0,0,0,0,0
"RNA5SP85",0,0,0,0,0,0,0,0
"RN7SL674P",0,0,0,0,0,0,0,0
"NTSR2",0,0,0,0,0,0,0,0
"AC110754.3",0,0,0,0,0,0,0,0
"RP11-494G9.1",0,0,0,0,0,0,0,0
"LPIN1",8038,5291,7359,6240,6516,5332,6902,6984
"AC106875.1",0,0,0,0,0,0,0,0
"AC012456.3",0,0,0,0,0,0,0,0
"AC012456.4",1,1,1,3,0,0,1,1
"MIR548S",1,1,0,0,0,1,0,0
"MIR4262",0,0,0,0,0,0,0,0
"AC096559.1",2,0,0,0,0,0,0,0
"RF00093",2,0,1,0,0,0,3,0
"MIR3681",0,0,0,0,0,0,0,0
"RNU6-843P",0,0,0,0,0,0,0,0
"AC096559.2",0,0,0,0,0,0,0,0
"RP11-333O1.1",2,0,0,1,1,0,2,0
"TRIB2",5176,1579,4661,1589,5286,1478,5760,1936
"MIR3125",1,2,4,2,1,0,1,0
"AC064875.2",0,0,0,0,3,7,1,2
"AC092635.1",0,0,0,0,0,0,0,0
"AC064846.1",0,0,0,0,0,0,0,0
"AC016730.1",0,0,0,0,0,0,0,0
"RNU6-1288P",0,0,0,0,0,0,0,0
"AC011897.2",0,0,0,0,0,0,0,0
"FAM84A",0,0,0,0,0,0,1,0
"AC068286.1",0,0,0,0,0,0,0,0
"NBAS",1486,1175,1414,1347,1803,1168,1830,1559
"RP11-32P22.1",0,0,0,0,0,0,0,0
"AC008278.2",0,0,1,2,0,0,0,0
"DDX1",3070,2838,2795,3312,3360,2827,3707,3578
"AC008278.3",0,1,0,0,0,0,0,0
"AC008271.1",0,0,0,0,0,0,0,0
"AC113608.1",0,0,0,0,0,0,0,0
"RNU5E-7P",0,0,0,0,0,0,0,0
"RP11-120J4.1",0,2,0,0,0,0,0,0
"AC010145.3",0,0,0,0,0,0,0,0
"MYCNOS",0,0,0,0,1,0,0,0
"MYCN",1,0,0,0,5,3,4,0
"RN7SL104P",0,0,0,0,0,0,0,0
"AC010145.4",0,0,0,0,0,0,0,0
"AC130710.1",0,0,0,0,0,0,0,0
"AC142119.1",0,0,0,0,0,0,0,0
"WI2-2221J1.1",0,0,0,0,0,0,0,0
"AC010745.1",0,0,0,0,0,0,0,0
"AC010745.2",0,0,0,0,0,0,0,0
"AC010745.3",0,0,0,0,0,0,0,0
"RP11-549D18.1",0,0,0,0,0,0,0,0
"AC010745.4",0,0,0,0,0,0,0,0
"AC010880.1",0,0,0,0,0,0,0,0
"AC104623.2",0,0,0,0,0,0,0,0
"RP11-542H15.1",0,0,0,0,0,0,0,0
"FAM49A",3,4,9,1,10,1,8,3
"AC008069.1",0,0,0,0,0,0,0,0
"AC008069.2",0,0,0,0,0,0,0,0
"AC080094.1",0,0,0,0,0,0,0,0
"RN7SKP168",0,0,0,0,0,0,0,0
"AC068614.1",0,0,0,0,0,0,0,0
"AC092843.1",0,0,0,0,0,0,0,0
"RAD51AP2",1,0,0,0,0,0,0,0
"VSNL1",5,3,9,8,13,4,16,6
"SMC6",2824,1676,2552,2079,3441,2072,3792,2759
"GEN1",1524,1234,1531,1343,1607,1279,1578,1687
"MSGN1",0,0,0,0,0,0,0,0
"KCNS3",0,0,0,2,0,0,2,0
"RP11-111J6.2",22,13,14,7,14,13,14,18
"RDH14",676,533,613,636,682,394,710,574
"NT5C1B-RDH14",0,0,0,0,0,0,0,0
"NT5C1B",18,8,6,12,13,2,21,5
"RNU6-1215P",1,1,1,1,0,0,0,0
"AC106053.1",2,0,0,1,2,0,1,0
"AC092594.1",20,16,14,18,14,14,30,31
"MIR4757",0,0,0,0,0,0,0,0
"OSR1",0,0,1,0,0,1,0,2
"AC010096.1",0,0,0,0,0,0,0,0
"AC010096.2",0,0,0,0,0,1,0,0
"AC019055.1",0,0,0,0,0,0,0,0
"AC013400.1",0,0,0,0,0,0,0,0
"AC013400.2",1021,414,896,555,1114,504,1171,592
"TTC32",2003,1249,1809,1550,1845,1275,1816,1735
"RP11-79O8.1",4,8,9,1,5,3,3,4
"WDR35",418,274,437,354,649,411,644,601
"AC079145.4",2,0,3,0,0,0,0,0
"MATN3",1,0,0,0,4,0,0,0
"LAPTM4A",1715,1486,1497,1749,1801,1603,1851,2189
"RP11-644K8.1",0,0,3,1,0,1,0,0
"AC098828.2",0,0,0,0,0,0,0,0
"AC098828.3",0,0,0,0,0,0,0,0
"RN7SL140P",0,0,0,0,0,0,0,0
"RNU6-961P",0,0,0,0,0,0,0,0
"SDC1",14,5,13,9,19,12,3,17
"AC007041.2",2,9,6,10,3,14,6,15
"RNU7-113P",1,5,1,4,2,6,1,4
"PUM2",7044,4618,6513,5275,8709,5445,8570,6771
"AC007041.3",0,0,0,0,0,0,0,0
"RNA5SP86",0,0,0,0,0,0,0,0
"RHOB",43,66,38,69,22,194,29,307
"AC023137.2",0,0,0,0,0,0,0,0
"AC012065.4",0,0,0,0,0,0,0,0
"RP11-130L8.3",1,3,0,2,1,1,1,0
"HS1BP3",575,483,596,533,685,517,740,702
"RP11-130L8.2",7,8,11,6,6,9,3,12
"AC012065.6",3,3,4,5,6,16,12,8
"AC012065.5",5,0,0,4,2,2,5,5
"GDF7",27,16,16,30,14,12,10,17
"RP11-130L8.1",0,0,0,0,0,0,0,0
"LDAH",755,677,786,882,847,660,888,871
"AC012361.1",0,0,0,0,0,0,2,0
"RP11-116D2.1",0,0,0,0,0,0,0,0
"APOB",1,1,8,0,0,0,0,0
"AC010872.1",0,0,0,0,0,0,0,0
"TDRD15",0,0,1,0,0,0,0,0
"RP11-79J24.1",0,0,0,0,0,0,0,0
"AC067959.1",0,0,0,0,0,0,0,0
"AC011752.1",0,0,0,0,0,0,0,0
"RP11-531P14.1",0,0,0,0,0,0,0,0
"AC009411.2",0,0,0,0,0,0,0,0
"AC009411.1",0,0,0,0,0,0,0,0
"AC018742.1",0,0,0,0,0,0,0,0
"RN7SL117P",0,0,0,0,0,0,0,0
"AC068490.2",0,0,1,0,0,0,0,0
"AC068490.1",0,0,0,0,0,0,0,0
"AC068044.1",0,0,0,0,0,0,0,0
"AC099799.1",0,0,0,0,0,0,0,0
"RNA5SP87",0,0,0,0,0,0,0,0
"AC096570.2",0,0,0,0,0,0,0,0
"AC096570.1",0,0,0,0,0,0,0,0
"RN7SKP27",0,0,0,0,0,0,0,0
"AC016768.1",0,0,0,0,0,0,0,0
"AC012506.1",0,0,0,0,0,0,0,0
"AC012506.2",0,0,0,0,0,0,0,0
"AC012506.3",0,0,0,0,0,0,0,0
"AC012506.4",0,0,0,0,1,0,0,0
"KLHL29",1904,2538,1838,2998,1793,2846,1935,3760
"AC011239.1",0,2,1,2,0,0,0,3
"AC011239.2",0,0,0,1,1,4,0,0
"RP11-557N21.1",51,50,52,69,49,88,73,103
"ATAD2B",1667,1306,1489,1558,1998,1647,2058,2100
"AC066692.4",0,1,4,0,0,1,1,0
"AC066692.3",0,0,0,0,0,1,2,0
"UBXN2A",809,879,854,1160,1124,1151,1137,1575
"AC066692.5",0,0,0,0,0,1,0,2
"RN7SL610P",1,1,6,8,1,1,1,1
"MFSD2B",5,1,2,9,5,8,5,14
"C2orf44",696,586,630,691,708,528,821,700
"RNU6-370P",0,0,0,0,0,0,0,0
"FKBP1B",20,14,9,21,11,13,19,16
"SF3B6",2056,2243,1746,2709,1909,1881,2035,2489
"FAM228B",207,165,183,248,295,242,308,335
"TP53I3",189,221,142,294,168,201,242,262
"PFN4",11,8,6,11,1,8,6,10
"RP11-507M3.1",0,0,0,1,1,0,0,0
"AC008073.7",1,3,7,1,6,6,5,2
"FAM228A",6,0,0,2,5,3,7,8
"AC008073.9",2,0,2,0,3,1,5,1
"ITSN2",7870,4294,7069,5402,10321,6583,10748,8050
"AC009228.1",5,6,4,4,6,1,3,2
"RF00602",0,0,0,0,0,0,0,0
"RP11-219F1.2",0,0,0,0,0,0,0,0
"RP11-219F1.1",4,4,5,8,6,10,9,3
"NCOA1",1695,1445,1568,1599,1934,1789,1971,2392
"RNA5SP88",2,0,0,0,0,0,0,0
"RNU6-936P",0,0,0,1,0,0,0,0
"PTRHD1",442,346,403,411,449,286,462,436
"CENPO",299,268,299,313,359,253,311,313
"ADCY3",604,709,562,981,912,631,947,838
"RP11-443B20.1",56,62,53,69,47,49,58,69
"DNAJC27",601,476,573,517,570,522,649,692
"AC013267.1",1,1,0,0,1,1,0,1
"RF00016",0,0,0,0,1,0,1,3
"AC013267.2",21,32,36,47,26,45,37,80
"EFR3B",23,18,22,37,26,25,30,30
"RN7SL856P",0,0,0,0,0,0,0,0
"AC013267.4",0,0,0,0,0,0,0,1
"POMC",88,121,93,165,64,67,65,95
"AC012457.2",0,0,0,0,0,2,0,1
"DNMT3A",7461,5880,6546,7076,6164,4233,6567,5787
"MIR1301",0,1,1,4,0,1,0,3
"AC012074.2",97,55,90,106,68,79,59,124
"DTNB",613,583,598,708,653,611,718,759
"AC104699.1",0,1,3,0,2,0,1,0
"ASXL2",2790,2921,2852,3576,4013,4037,4042,4997
"AC064847.3",0,0,1,0,0,0,0,0
"AC064847.2",76,72,97,110,44,64,69,75
"AC010150.1",6,7,5,14,2,7,3,5
"AC064847.4",0,0,0,0,0,0,0,0
"KIF3C",378,474,410,659,663,847,727,1075
"AC013449.1",0,0,0,0,0,0,0,0
"RP11-558C24.1",2,4,4,2,3,1,0,4
"RAB10",3726,3316,3480,3958,4539,4295,4816,5459
"RNU6-942P",0,0,0,0,0,0,0,2
"RP11-214J9.1",1,1,0,1,2,6,5,1
"AC011742.3",0,1,4,3,1,1,5,6
"AC011742.4",7,15,23,30,17,15,11,20
"AC011742.5",3,4,1,8,4,4,5,2
"PPIL1P1",1,2,1,1,1,0,2,0
"GAREM2",262,435,294,520,223,280,199,416
"HADHA",6839,5111,6157,6163,7727,5692,8428,7892
"HADHB",3660,2829,3257,3565,3447,2715,3879,3487
"ADGRF3",223,161,214,185,148,123,156,189
"EPT1",2215,2549,2051,3055,2044,2129,2169,2864
"DRC1",0,1,2,0,2,3,1,2
"OTOF",153,377,151,441,28,78,50,133
"C2orf70",2,0,0,0,0,0,0,0
"CIB4",0,0,1,0,0,0,0,0
"AC015977.6",0,0,0,0,0,0,0,0
"AC015977.5",0,0,0,0,1,1,0,0
"KCNK3",0,0,0,0,0,0,0,0
"SLC35F6",632,392,612,551,621,517,647,676
"CENPA",39,12,57,37,56,33,50,26
"AC011740.3",0,0,0,0,0,0,0,0
"DPYSL5",0,0,2,0,0,0,0,0
"AC013472.4",0,0,0,0,0,0,0,1
"MAPRE3",156,188,121,237,158,317,131,344
"AC013472.3",0,0,2,9,1,1,2,5
"TMEM214",4265,3882,3922,4290,3894,3283,4313,4367
"AGBL5",926,793,832,916,923,826,1065,1057
"AC013472.6",0,5,6,10,2,8,8,10
"RP11-503P10.1",20,13,10,18,7,15,9,29
"AC013403.9",67,92,70,89,56,55,68,83
"RP11-195B17.1",89,80,59,80,50,52,76,83
"OST4",3778,3381,3410,3637,3012,2421,3267,3075
"EMILIN1",121,146,141,157,104,98,106,126
"KHK",225,190,232,199,161,113,168,113
"CGREF1",23,116,33,152,11,16,17,24
"ABHD1",27,19,21,11,21,14,19,17
"PREB",3973,3094,3563,3695,3497,2787,3759,3490
"PRR30",0,0,0,0,0,0,0,0
"TCF23",0,1,0,0,2,0,1,0
"AC013403.13",0,0,1,0,0,0,0,0
"SLC5A6",2375,2663,2157,3136,1929,1712,2110,2580
"ATRAID",2482,1609,2116,1949,2204,1441,2377,1847
"CAD",5749,5508,5233,6436,5924,3781,6410,5006
"SLC30A3",4,47,12,40,5,9,5,8
"DNAJC5G",2,0,1,0,0,0,0,0
"TRIM54",18,28,9,29,10,9,18,8
"UCN",165,50,120,73,76,64,85,88
"MPV17",3419,2435,3008,2899,3035,2044,3285,2922
"GTF3C2",2863,2187,2593,2571,2734,1958,2828,2610
"AC109828.1",31,20,11,27,11,14,18,43
"AC074117.10",753,533,593,684,615,338,654,511
"EIF2B4",2762,2369,2449,2836,2643,2242,2746,3095
"SNX17",6342,4550,5765,5121,5336,3865,5839,5165
"ZNF513",1791,1513,1475,1725,1141,1607,1443,2383
"PPM1G",5791,4435,5236,5083,5972,4487,6664,6164
"AC074117.12",6,15,7,14,5,6,16,13
"NRBP1",5073,4527,4721,5309,4946,5484,5358,7279
"KRTCAP3",221,289,156,315,143,264,178,368
"IFT172",647,356,569,408,674,315,755,402
"AC074117.13",0,0,4,3,1,0,1,4
"RNU6-986P",0,0,0,0,0,0,0,0
"FNDC4",1,0,2,2,0,2,0,6
"GCKR",1,0,0,0,0,0,0,0
